tconst,ordering,nconst,category,job,characters,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
tt1365038,3,nm0451321,self,\N,"[""Himself""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt1365149,1,nm0000138,self,\N,"[""Himself - Guest""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1368421,5,nm0000226,producer,producer,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1368733,2,nm0000138,self,\N,"[""Himself - Om Filmen Revolutionary Road""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1369840,9,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1371111,1,nm0000158,actor,\N,"[""Dr. Henry Goose"",""Hotel Manager"",""Isaac Sachs""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1373021,9,nm0451148,self,\N,"[""Himself""]",Aamir Khan,1965,\N,"actor,producer,soundtrack","tt0169102,tt5074352,tt0405508,tt0986264"
tt1375067,10,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1375666,1,nm0000138,actor,\N,"[""Cobb""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1376575,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379245,3,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1379357,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379358,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379359,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379360,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379361,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379362,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1379847,4,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380386,9,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380405,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380406,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380407,7,nm0000158,writer,written by,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380408,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380409,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1380410,1,nm0000158,self,\N,"[""Himself - Host""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1381436,8,nm0000158,self,\N,"[""Himself - Interviewee""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1385272,2,nm0000138,self,\N,"[""Himself - Guest""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1386697,1,nm0000226,actor,\N,"[""Deadshot""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1387077,2,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1388173,4,nm0451148,self,\N,"[""Himself""]",Aamir Khan,1965,\N,"actor,producer,soundtrack","tt0169102,tt5074352,tt0405508,tt0986264"
tt1388726,5,nm0000138,archive_footage,\N,"[""Himself"",""Frank Wheeler""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1395054,1,nm0222426,actor,\N,"[""Sultan Mirza""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt1395058,7,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1396208,1,nm0474774,actor,\N,"[""Kishen Chopra""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt1396570,3,nm0000226,archive_footage,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1398468,10,nm0000158,producer,producer,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1399367,4,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1399745,9,nm0000138,archive_footage,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1400340,10,nm0006795,self,\N,"[""Himself""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt1400340,3,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1401618,10,nm0000821,actor,\N,"[""Nahar Singh ( Special Appearance)""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1404633,2,nm0000158,writer,screenplay,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1409024,1,nm0000226,actor,\N,"[""Agent J""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1425298,4,nm0000138,archive_footage,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1430683,10,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1432757,3,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1433810,4,nm0451148,actor,\N,"[""Arun""]",Aamir Khan,1965,\N,"actor,producer,soundtrack","tt0169102,tt5074352,tt0405508,tt0986264"
tt1433813,1,nm0000138,actor,\N,"[""Narrator""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1433905,2,nm0222426,actor,\N,"[""Prem Chopra""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt1434063,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1434433,10,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1435121,1,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1437541,1,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1438371,3,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1438671,5,nm0000158,self,\N,"[""Himself - Interviewee""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1441512,2,nm0000136,self,\N,"[""Himself - Guest""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1442411,1,nm0006795,self,\N,"[""Himself - Host (2008-)""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt1445991,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1446413,3,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1448407,3,nm0000138,self,\N,"[""Himself - Guest""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1451797,1,nm0000821,actor,\N,"[""Vijay Harshvardhan Malik""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1454413,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1455811,1,nm0474774,actor,\N,"[""Sachin R. Tichkule""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt1457893,3,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1460958,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1462180,4,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1465188,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1467236,9,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1470831,5,nm0000226,producer,producer,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1475415,1,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1480489,1,nm0000136,archive_footage,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1483923,2,nm0000136,self,\N,"[""Himself - Guest""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1486185,8,nm0000138,producer,producer,\N,Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1490405,1,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1498780,4,nm0000226,producer,producer,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1501927,10,nm0000158,self,\N,"[""Himself - Audience""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1502397,3,nm0000226,actor,\N,"[""Detective Mike Lowrey""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1505213,4,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1505844,3,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1505885,3,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1505896,9,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1505905,4,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1505932,9,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1507284,1,nm0000158,self,\N,"[""Himself"",""Forrest Gump""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1507354,3,nm0000158,self,\N,"[""Himself"",""Forrest Gump""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1509959,3,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1512037,3,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1512261,3,nm0000158,producer,producer,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1518954,6,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1520603,2,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1526381,6,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1528228,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1529577,1,nm0000821,self,\N,"[""Himself - Presenter""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1532957,1,nm0000821,actor,\N,"[""Auro""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1535109,1,nm0000158,actor,\N,"[""Captain Richard Phillips""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1535467,3,nm0474774,actor,\N,"[""Parghat Singh 'Gattu' Kahlon"",""Kaali""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt1537571,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1540129,1,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1543117,7,nm0000158,actor,\N,"[""Emergency Button Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1544687,5,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1547170,4,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1547171,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1547175,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1547177,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1547181,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1552316,2,nm0000136,self,\N,"[""Himself - Guest""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1558827,4,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1562859,2,nm0222426,actor,\N,"[""Gopal 'Gopu'""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt1562871,1,nm0451321,actor,\N,"[""Shekhar"",""G.One""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt1572311,1,nm0474774,actor,\N,"[""Tabrez Mirza 'Tees Maar' Khan""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt1573072,1,nm0474774,actor,\N,"[""Aarush""]",Akshay Kumar,1967,\N,"actor,producer,soundtrack","tt3848892,tt2283748,tt1146325,tt0242519"
tt1575417,4,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1578116,1,nm0222426,actor,\N,"[""Puneet 'Pappu'""]",Ajay Devgn,1969,\N,"actor,producer,music_department","tt3771536,tt0319736,tt1395054,tt0296574"
tt1578273,2,nm0000821,producer,producer,\N,Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1578276,6,nm0000226,producer,producer,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1580959,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1583420,1,nm0000158,actor,\N,"[""Larry Crowne""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1585022,7,nm0000226,self,\N,"[""Himself - Celebrity traveller""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1589361,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1593415,8,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1593492,5,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1594706,1,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1595655,3,nm0000136,director,\N,\N,Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1596431,10,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1596471,4,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1598243,4,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1598997,3,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1600255,10,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1600255,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1601101,1,nm0000138,self,\N,"[""Himself - Om Filmen Shutter Island""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1602615,3,nm0000158,producer,producer,\N,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1603593,5,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1604295,4,nm0000138,self,\N,"[""Himself - Interviewee""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1605853,9,nm0000138,self,\N,"[""Himself - Interviewee""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1608509,1,nm0000821,actor,\N,"[""Narrator""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1609138,1,nm0451321,actor,\N,"[""Rocky""]",Shah Rukh Khan,1965,\N,"actor,producer,soundtrack","tt0420332,tt2112124,tt1285241,tt0238936"
tt1609486,4,nm0000226,producer,producer,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1610091,7,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1610807,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1610818,4,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1611319,2,nm0000136,archive_footage,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1612665,6,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1614701,3,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1614841,2,nm0000158,self,\N,"[""Himself - Guest""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1615619,8,nm0000158,archive_footage,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1616195,1,nm0000138,actor,\N,"[""J. Edgar Hoover""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1616494,10,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1618960,9,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1620719,1,nm0006795,actor,\N,"[""Chulbul P. Pandey""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt1621428,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1621917,7,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1626248,5,nm0000136,producer,producer,\N,Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1627733,9,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1631892,6,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1639916,7,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1640034,3,nm0000226,self,\N,"[""Himself - Interviewee""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1646331,3,nm0006795,actor,\N,"[""Salman Khan""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt1648853,8,nm0000138,archive_footage,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1649503,4,nm0000226,self,\N,"[""Himself""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1651023,2,nm0000821,self,\N,"[""Himself""]",Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt0375611,tt5571734,tt0248126"
tt1653075,2,nm0000158,self,\N,"[""Himself""]",Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0162222,tt0120815,tt0109830,tt0094737"
tt1657826,8,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1659209,1,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1663202,1,nm0000138,actor,\N,"[""Hugh Glass""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1670623,2,nm0000136,self,\N,"[""Himself""]",Johnny Depp,1963,\N,"actor,producer,soundtrack","tt0325980,tt0449088,tt0383574,tt0408236"
tt1671907,4,nm0000138,self,\N,"[""Himself""]",Leonardo DiCaprio,1974,\N,"actor,producer,writer","tt0407887,tt0993846,tt0120338,tt1375666"
tt1674385,8,nm0006795,self,\N,"[""Himself""]",Salman Khan,1965,\N,"actor,producer,soundtrack","tt4832640,tt3595298,tt2016894,tt3863552"
tt1674782,9,nm0000226,producer,producer,\N,Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
tt1675947,5,nm0000226,self,\N,"[""Himself - Guest""]",Will Smith,1968,\N,"music_department,actor,producer","tt0480249,tt0120891,tt0119654,tt0098800"
